character_id,anime_id,name,name_kanji,nicknames,url,image_url,favorites,about,role,voice_actor_name,voice_actor_lang,voice_actor_image_url
202012,41487,Dagruel,ダグリュール,"Draggrull, Daggrull",https://myanimelist.net/character/202012/Dagruel,https://cdn.myanimelist.net/images/characters/3/484272.jpg?s=73ccf506ec0be28cf29cc4d33e8c0385,0.0,"Dagruel is a Demon Lord from the Giant race and the fourth seat of the Octagram. His territory is comprised of the Barren Lands at the westernmost part of the central continent.

(Source: Tensei Shitara Slime Datta Ken Wiki)",Supporting,"Koyama, Rikiya, Júnior, Francisco, Greene, Jarrod, Ghignone, Luca","Japanese, Portuguese (BR), English, Italian","https://cdn.myanimelist.net/images/voiceactors/1/54010.jpg?s=85d3b80f2a3d7a4ffc61970ac2a2c201, https://cdn.myanimelist.net/images/voiceactors/3/75752.jpg?s=e8ea53371e7dfda0a2163edd6d9c6f86, https://cdn.myanimelist.net/images/voiceactors/1/41476.jpg?s=ef8e4e6825ee2eb5d5e647ef2de74c8d, https://cdn.myanimelist.net/images/voiceactors/2/37203.jpg?s=b177a385f138fc3499d5f3fe188dde3d"
131549,41488,"Tempest, Rimuru",リムル＝テンペスト,Mikami Satoru,https://myanimelist.net/character/131549/Rimuru_Tempest,https://cdn.myanimelist.net/images/characters/4/495795.jpg?s=4862dd29931674ce7accd715ff3c4a7d,23313.0,"Race: Human (past life) → Slime → Demon Slime 
Age: 37 (past life) → 2 (anime/manga), 3 (light novel)
Sex: male (past life) → Sexless
Title: Ruler of Monsters, Jura-Tempest Federation Chancellor, 
Divine protection: Storm Crest
Magic: Element Magic archive, Spirit Magic archive, Greater Spirit summoning, Greater Demon summoning, 
Ability:
Species Skill - Universal Sense, Universal Thread, Universal Shapeshift, Infinite Regeneration, Demon Lord Haki, Enhanced Replication
Ultimate Skill - Wisdom King Raphael, King of Gluttony Beelzebuth, Covenant King Uriel, Storm King Veldora, 
Resistance: Physical Attack Nullification, Natural Effects Nullification, Abnormal Condition Nullification, Spiritual/Mental Attack Resistance, Holy-Demonic Attack Resistance

The main protagonist of the series and Founder as well as Chancellor and King of the monster nation known as the Jura-Tempest Federation. Originally Mikami Satoru, a 37-year-old general contractor, he was stabbed by a passing robber while protecting one of his co-workers and reincarnated in a new world as a slime, one of the lowest monsters on the food chain.

In spite of the situations he finds himself in, he often tends to be very easygoing, yet calculating and cautious. A pacifist at heart, he tries to avoid casualties and save people if possible and wishes to maintain good relations with humans.


(Source: Tensei Shitara Slime Datta Ken Wiki, edited)",Main,"Okasaki, Miho, Nogueira, Bruna, Seyad, Shérine, Mendoza, Monserrat, Karbowski, Brittney, Pollow, Peggy","Japanese, Portuguese (BR), French, Spanish, English, German","https://cdn.myanimelist.net/images/voiceactors/1/64847.jpg?s=c12ef2a4a7b36be2a2725c41d596f39e, https://cdn.myanimelist.net/images/voiceactors/2/66217.jpg?s=f4d596b5d16b32097fb1a77799d014aa, https://cdn.myanimelist.net/images/voiceactors/1/67247.jpg?s=4e1483ad51a416d1dc45216f31a4aeec, https://cdn.myanimelist.net/images/voiceactors/1/72997.jpg?s=4dfa228fc45958b4425556e6ed1cd749, https://cdn.myanimelist.net/images/voiceactors/2/34809.jpg?s=1c3379b3322880262fca475d33982d5a, https://cdn.myanimelist.net/images/voiceactors/3/34579.jpg?s=b582a9d04b49c1ad865133aa2537ecad"
178576,41488,Abil,アビル,Lizardmen Chief,https://myanimelist.net/character/178576/Abil,https://cdn.myanimelist.net/images/characters/15/401350.jpg?s=3342d5918a7f4f2b1a9d06728947526f,1.0,"Relatives:
Gabil (Son)
Souka (Daughter)
Occupations: Lizardmen Chief

He has a bold personality, but with enough humility.
He is a serious person, but he also has many good qualities about him and is a good leader.",Supporting,"Shimura, Tomoyuki, Sabat, Christopher","Japanese, English","https://cdn.myanimelist.net/images/voiceactors/2/55122.jpg?s=c110d7979159d23ee507e00207eb0cc0, https://cdn.myanimelist.net/images/voiceactors/3/42874.jpg?s=aef91fd9132c86444be351f412b0cfeb"
131944,41488,Benimaru,ベニマル,,https://myanimelist.net/character/131944/Benimaru,https://cdn.myanimelist.net/images/characters/6/447550.jpg?s=65fbfe60f4c15c52e52e2f3b77b67573,1136.0,"Race: Fair Oni [EP: 213.000]
Divine protection: Tempest (Protection of the Storm)
Title: Oni King
Height: 180 cm
Ability:
Resistance: Physical Damage Nullification, Pain Nullification, Status Change Nullification, Spirit Attack Resistance, Nature Effects Resistance

Benimaru is a majin in the service of Rimuru Tempest. He is the Minister of Defense for the Jura-Tempest Federation, acting as the Commander-in-Chief for its military during wartime. He holds a place in the Twelve Guardian Lords, as well as the Big Four, being its leader and being counted as one of Rimuru's Top Three strongest subordinates, alongside Diablo and Zegion.",Supporting,"Furukawa, Makoto, Van Santfoort, Maxime, Rossatto, Raphael, Fajardo, Ricco, Wolko, Roman","Japanese, French, Portuguese (BR), English, German","https://cdn.myanimelist.net/images/voiceactors/3/74503.jpg?s=32feef499daea673ae4a3406b09dca18, https://cdn.myanimelist.net/images/voiceactors/2/66320.jpg?s=a8f8caefab7a3eb173608977a925df30, https://cdn.myanimelist.net/images/voiceactors/1/48316.jpg?s=97b669f3854e0d4add5ef4208fb2c593, https://cdn.myanimelist.net/images/voiceactors/3/73214.jpg?s=61340a24c654b8b8c8ebed4cbff452e1, https://cdn.myanimelist.net/images/voiceactors/3/66262.jpg?s=82e05826d3a24917eb2f430b1177902f"
191095,41488,Charys,カリス,Ifrit,https://myanimelist.net/character/191095/Charys,https://cdn.myanimelist.net/images/characters/4/440978.jpg?s=817ce1f50e7ed227d9d0cb62ebd5a8e0,1.0,"Charys, formerly known as Ifrit, is a greater spirit; the ruler of flames which was sealed within Shizue Izawa by Demon Lord Leon Cromwell.

He used to live in Dwelling of the Spirit before he was stolen by the ""Platinum Devil"" Leon Cromwell. After that, he was sealed within Shizue Izawa. As a result of this, it gave Shizue an extended lifespan.



Abilities:
Charys as Ifrit was a greater spirit with a rank that of Special A.

A maelstrom of flames surrounds the Flame Giant, protecting it at all times. The heat of these flames are so intense that an attack like Rimuru's water blade evaporates before it even makes contact.

After being named and evolved, his magicules exploded and is said to be greater than unawakened demon lords such as Frey or Carrion.

Skills:
Fire Manipulation
Combustion
Ranged Barrier
Body Double
Flare Circle

Trivia
The name ""Ifrit"" comes from the supernatural creature of the same name in Middle Eastern stories and commonly associated with fire.

(Source: Tensei shitara Slime Datta Ken Wiki)",Supporting,"Azevedo, Bruno, Yashiro, Taku, Guerrero, Chris","Portuguese (BR), Japanese, English","https://cdn.myanimelist.net/images/voiceactors/1/77031.jpg?s=8951aa50c0a27a2c85b05e07ca49b028, https://cdn.myanimelist.net/images/voiceactors/3/61056.jpg?s=d4c64df0a1686bf6be7b3c09f14e8782, https://cdn.myanimelist.net/images/voiceactors/2/24441.jpg?s=c61dfda8d58ffa8eb69acdeb9fe67d56"
168313,41488,Clayman,クレイマン,Crazy Pierrot,https://myanimelist.net/character/168313/Clayman,https://cdn.myanimelist.net/images/characters/16/462115.jpg?s=e9a5962145af3723600983a837b69ae4,6.0,"A former member of the Ten Great Demon Lords group and a self-proclaimed Demon Lord. Also known as the Marionette Master and with more than 500 years lived, he's a man that likes to manipulate his subordinates to make them do as he pleases.

(Source: Tensura Wiki)",Supporting,"Bittencourt, Pierre, Leguizamo, Elliot, Koyasu, Takehito, Burgmeier, John","Portuguese (BR), Spanish, Japanese, English","https://cdn.myanimelist.net/images/voiceactors/3/70502.jpg?s=13a93b82a03b2bb93e6d26057d0533c9, https://cdn.myanimelist.net/images/voiceactors/3/68503.jpg?s=31c0de70648a278ab1260c46a8268abb, https://cdn.myanimelist.net/images/voiceactors/1/63375.jpg?s=76b093ad00fbab48b06778a3da3ec0b1, https://cdn.myanimelist.net/images/voiceactors/1/15961.jpg?s=bf1456503e17c34dd414d3e9478fde64"
162770,41488,Daikenja,大賢者,Great Sage,https://myanimelist.net/character/162770/Daikenja,https://cdn.myanimelist.net/images/characters/2/360785.jpg?s=1e04a1f9476688857ef08236892fae0b,76.0,"Name: Great Sage (Daikenja)


Entity Type: Unique Skill

Appearance:
Great Sage does not possess a physical form. It exists as an inner voice or consciousness within the wielder, providing unparalleled guidance and analytical abilities.

Background:
Great Sage is a highly sophisticated and unique skill acquired by Rimuru Tempest upon his reincarnation into the Jura Forest as a slime. This skill manifested as an advanced, sentient form of intelligence, designed to aid and guide Rimuru through his journey in this fantastical world.

Role and Contributions:

Advisor and Strategist:
Great Sage serves as the primary advisor to Rimuru, offering insights and strategies to navigate complex situations. Its analytical prowess allows for informed decision-making, ensuring Rimuru can effectively manage both peaceful and combative scenarios.

Skill Enhancement and Evolution:
Great Sage plays a crucial role in enhancing Rimuru's abilities. Over time, it evolves into the Ultimate Skill Raphael, significantly amplifying its capabilities and support functions.

Combat and Defense:
In combat, Great Sage is indispensable. It devises tactics, analyzes opponents' weaknesses, and suggests optimal strategies. This ensures that Rimuru can utilize his vast array of skills and powers to their fullest potential.

Knowledge and Information Processing:
Possessing an immense database of knowledge about the world, its creatures, magic, and more, Great Sage processes information at incredible speeds, keeping Rimuru well-informed and prepared for any situation.

Emotional Support:
Beyond its technical functions, Great Sage provides emotional support, helping Rimuru maintain composure and focus during challenging times.

Abilities:

Thought Acceleration:
Speeds up the wielder's thought processes, enabling rapid analysis and decision-making.
Analysis and Assessment:
Analyzes objects, skills, and creatures to understand their properties and potential uses.
Parallel Processing:
Handles multiple tasks simultaneously without burdening the primary consciousness.
Auto Battle Mode:
Can autonomously take over combat functions, fighting on the wielder's behalf with precision and efficiency.
Skill Acquisition and Integration:
Assists in acquiring new skills and seamlessly integrating them into the wielder's repertoire.



Significance:
Great Sage is the cornerstone of Rimuru Tempest's success and growth. Its guidance and support are instrumental in Rimuru's rise from a simple slime to a powerful leader and protector. Great Sage embodies the blend of intellect, strategy, and emotional support, making it an indispensable part of Rimuru's journey and the thriving nation he builds.

(Source: Tensei Shitara Slime Datta Ken Wiki)",Supporting,"Toyoguchi, Megumi, Rodak, Mallorie","Japanese, English","https://cdn.myanimelist.net/images/voiceactors/1/75521.jpg?s=634a47d5ef6e346f1b835908aaf74889, https://cdn.myanimelist.net/images/voiceactors/2/40976.jpg?s=5a1f44329cebb84e57d015299e4c7f6c"
252933,41488,Doris,ドリス,,https://myanimelist.net/character/252933/Doris,https://cdn.myanimelist.net/images/characters/3/556805.jpg?s=95cc36f47fbd751468af796269e703d8,0.0,,Supporting,"Maeda, Kaori",Japanese,https://cdn.myanimelist.net/images/voiceactors/3/64448.jpg?s=6cf4ace5fedac8d6390f83a4843d0a75
165297,41488,"Dwargo, Gazeru",ガゼル・ドワルゴ,,https://myanimelist.net/character/165297/Gazeru_Dwargo,https://cdn.myanimelist.net/images/characters/6/368498.jpg?s=ee3e666eb16def301f932af3e3751f14,7.0,"Race: Dwarf
Blessings/Protection: Divine Protector of Ancestor
Titles: King of Armament Nation Dwargon, Hero King
Abilities: Swordsmen, Illusion Magic, Spirit Possession",Supporting,"Júnior, Garcia, Osorio, Dan, Hashi, Takaya, Butts, Bill","Portuguese (BR), Spanish, Japanese, English","https://cdn.myanimelist.net/images/voiceactors/2/81660.jpg?s=3bd6f76aa0d19568e77434b5a65c9c70, https://cdn.myanimelist.net/images/voiceactors/2/70681.jpg?s=d7778100f5505b9e77c9015dcc4102ea, https://cdn.myanimelist.net/images/voiceactors/3/77628.jpg?s=7f9c4bbaad5ef0539cc76b9cd3826dc3, https://cdn.myanimelist.net/images/voiceactors/3/60535.jpg?s=1091553237155c5679363ef7a452319a"
165302,41488,Eren,エレン,,https://myanimelist.net/character/165302/Eren,https://cdn.myanimelist.net/images/characters/2/381118.jpg?s=10597933416f5e030291fbd85c2455a3,18.0,,Supporting,"Guedes, Mari, Kumada, Akane, Rojas, Annie, Hoover, Natalie","Portuguese (BR), Japanese, Spanish, English","https://cdn.myanimelist.net/images/voiceactors/3/75295.jpg?s=450724045a79e166ef241513f1e9f246, https://cdn.myanimelist.net/images/voiceactors/2/63533.jpg?s=4a8d8d76481b0490bc27adecfba0741d, https://cdn.myanimelist.net/images/voiceactors/3/70798.jpg?s=d116e74afb0bb56148797e65a36855eb, https://cdn.myanimelist.net/images/voiceactors/3/35887.jpg?s=f9c67500e70ff9ecb441e8ba495da450"
198015,41488,"Farmenas, Youm",ヨウム・ファルメナス,,https://myanimelist.net/character/198015/Youm_Farmenas,https://cdn.myanimelist.net/images/characters/15/559301.jpg?s=7159c6e75d6c89ceacf798d8bd34702b,1.0,"Race: Human
Gender: Male
Age: 19

Before meeting Rimuru, Youm gave the impression of a leader among outlaws, but he actually always had a heart of gold. After meeting Rimuru and becoming known as a Champion, this dynamic reverses and he appears to be a heroic figure while on the inside he still preferred to act more casual instead.

(Source: Tensura Wiki)",Supporting,"Hosoya, Yoshimasa, Galinari, Josué, Matranga, David, Morel, Sergio","Japanese, Portuguese (BR), English, Spanish","https://cdn.myanimelist.net/images/voiceactors/3/77109.jpg?s=93133d8a85c9d2d600c6a00a18106ad8, https://cdn.myanimelist.net/images/voiceactors/1/77030.jpg?s=a2fb151e3a144a769320507890465bd2, https://cdn.myanimelist.net/images/voiceactors/2/38511.jpg?s=c8fba17cd97144e7b4d03aaa81f018fe, https://cdn.myanimelist.net/images/voiceactors/2/71510.jpg?s=bbd6f5a5af548437b1f31ca9f039377e"
147282,41497,"Archaman, Romani",ロマニ・アーキマン,,https://myanimelist.net/character/147282/Romani_Archaman,https://cdn.myanimelist.net/images/characters/3/384559.jpg?s=953bc6b5e53420c742b13742b3553965,159.0,"Romani used to be the Chief of Chaldea's medical team, but after the explosion accident, he has been acting director of the organization. Also known as ""Dr. Roman.""
While he is rather weak struck and bit wimpy, he’s a reliable person who doesn’t mind lavishing labor to make the best of each trip (ray-shift?) of Fujimaru and his team.
He is a fan of the virtual idol, ""Magi☆Mari.""

(Source: anime.fate-go.us)",Main,"Suzumura, Kenichi, Mobus, Xander","Japanese, English","https://cdn.myanimelist.net/images/voiceactors/1/79443.jpg?s=5577e12ead07a1d57c546bc6223558b4, https://cdn.myanimelist.net/images/voiceactors/3/47388.jpg?s=38737cfabb549960f1025518c462d380"
145734,41497,"Fujimaru, Ritsuka",藤丸 立香,Gudao,https://myanimelist.net/character/145734/Ritsuka_Fujimaru,https://cdn.myanimelist.net/images/characters/7/449105.jpg?s=d5a47d33db53158f9644fa3eb71c90b9,146.0,"Ritsuka was a candidate for Master at the Security Organization for the Preservation of Humanity, Chaldea. As one of the low-level novices, he was summoned to Chaldea simply to fill their quota for potential Masters. However, the tragic explosion that devastated Chaldea left him as mankind's sole surviving Master and since then, as he was the only one left capable of Rayshifting, he has taken up the mission to eliminate the Singularities and save humanity's future.

(Source: anime.fate-go.us)",Main,"Shimazaki, Nobunaga, Burns, Griffin","Japanese, English","https://cdn.myanimelist.net/images/voiceactors/2/70961.jpg?s=a52c6068ba2b5603a89e68ce8dc76a9d, https://cdn.myanimelist.net/images/voiceactors/1/46753.jpg?s=96217c447d1be0676f7ed393ddb395ed"
145733,41497,"Kyrielight, Mash",マシュ・キリエライト,,https://myanimelist.net/character/145733/Mash_Kyrielight,https://cdn.myanimelist.net/images/characters/2/426891.jpg?s=288d8159d3760eebdc9db4276b1e6b08,1402.0,"Servant class: Shielder
Birthday: July 25, 2000
Height: 158 cm
Weight: 46 kg

Mash is a mysterious, kind-hearted girl. She refers to the Protagonist as her senior, however, behind that smile belies a deep sorrow and resolve that has accepted her fate as a person with a set life-span.


(Source: Type-Moon Wiki)",Main,"Takahashi, Rie, Mendez, Erica","Japanese, English","https://cdn.myanimelist.net/images/voiceactors/3/78665.jpg?s=f6d673ce224e9558e9eebac399f102f4, https://cdn.myanimelist.net/images/voiceactors/2/60609.jpg?s=974759f48b04bd46cdb65a2d52be805b"
55977,41497,Aka no Saber,赤のセイバー,Mordred,https://myanimelist.net/character/55977/Aka_no_Saber,https://cdn.myanimelist.net/images/characters/9/333073.jpg?s=33f13f945cfb5fe445cf30dea40f53ea,2393.0,"Servant of Shishigou Kairi as part of the Red Faction in the Turifas Holy Grail War of Fate/Apocrypha.

Saber's identity is Mordred, the ""son"" of King Arthur, but she is actually female despite being raised as the secret male heir to the throne. She was told to hide her status and obey the king.


In the Fate/stay night anime, Mordred did appear in one of Saber's flashbacks.

(Source: Type-Moon Wiki)",Supporting,"Sawashiro, Miyuki, Lindbeck, Erica","Japanese, English","https://cdn.myanimelist.net/images/voiceactors/2/65500.jpg?s=c0e43b2f775c10f86ffd20076d978651, https://cdn.myanimelist.net/images/voiceactors/3/42360.jpg?s=cf5dbb930c3ca00b34dfcd2e878b9b30"
201220,41497,Alexander,アレキサンダー,,https://myanimelist.net/character/201220/Alexander,https://cdn.myanimelist.net/images/characters/5/462708.jpg?s=33af21c9829c1161fc149a397d4f1afc,0.0,"Height/Weight: 151cm, 40kg
Origin: History
Region: Europe
Alignment: Neutral-Good
Gender: Male

In the 4th century BC, he was the young prince of Macedonia.
A young boy with no equal, he was discovered by various wise men, starting with the philosopher Aristotle, to be a genius.
A simple boy that loved the Iliad from the bottom of his heart, he was the manifestation of possibility itself.",Supporting,"Sakamoto, Maaya",Japanese,https://cdn.myanimelist.net/images/voiceactors/2/65911.jpg?s=89b1a1f79adefbc956e4b6d38a49bc63
167656,41497,Altera,アルテラ,"Attila the Hun, Attila the Third, Saber",https://myanimelist.net/character/167656/Altera,https://cdn.myanimelist.net/images/characters/6/462711.jpg?s=fc97a635c5af06f39913eb8db81af11f,28.0,"Altera is a Saber-class Servant, better known in history as Attila the Hun.",Supporting,,,
171916,41497,"Animusphere, Marisbury",マリスビリー・アニムスフィア,,https://myanimelist.net/character/171916/Marisbury_Animusphere,https://cdn.myanimelist.net/images/characters/9/384907.jpg?s=8b250f3ab0f04c703983511fbd19bad2,2.0,"He is a the former head of the Animusphere family and Chaldea Security Organization, later taken over by his daughter Olgamally Animusphere after his death.

(Source: TYPE-MOON Wiki)",Supporting,"Nojima, Kenji, Hackney, Christopher, Makino, Jan","Japanese, English, German","https://cdn.myanimelist.net/images/voiceactors/3/46155.jpg?s=e10805390fd0ef9bb2d07f9528c019bb, https://cdn.myanimelist.net/images/voiceactors/1/79135.jpg?s=e589ea7c273066de6de437841eb2dff0, https://cdn.myanimelist.net/images/voiceactors/1/25759.jpg?s=3edb76c8432af9368a5913aee831306d"
196870,41497,Archer,アーチャー,David,https://myanimelist.net/character/196870/Archer,https://cdn.myanimelist.net/images/characters/14/462717.jpg?s=3814d9870274ac834faf0289ebdae01d,1.0,"An Archer-class Servant. He is a first Servant whose been meted by Ritsuka Fujimaru in Third Singularity, Okeanos. He introduced himself by class name and hide his true identity.



Appears in chapter 20.

No voice actors have been added to this character. Help improve our database by searching for a voice actor, and adding this character to their roles .",Supporting,,,
190704,41497,Artemis,アルテミス,,https://myanimelist.net/character/190704/Artemis,https://cdn.myanimelist.net/images/characters/5/458006.jpg?s=d35dabf4b00e526fd3eac472660401d9,5.0,,Supporting,,,
157607,41497,Avenger,アヴェンジャー,Edmond Dantès,https://myanimelist.net/character/157607/Avenger,https://cdn.myanimelist.net/images/characters/16/498680.jpg?s=5bbb5108029230bae755758d1321eb9b,56.0,"Gender: Male
Height: 185cm
Weight: 75kg

True Name: Edmond Dantès
Type: Heroic Spirit
Source: Dumas' work of ""The Count of Monte Cristo""?
Region: France
Alignment: Chaotic Evil
Armaments: Black Flames

(Source: TYPE-MOON Wiki)",Supporting,,,
116275,41567,Albedo,アルベド,,https://myanimelist.net/character/116275/Albedo,https://cdn.myanimelist.net/images/characters/10/512756.jpg?s=42d4e7dd96f923659c9058aa3051fb60,8315.0,"Albedo is the Overseer of the Floor Guardians of the Great Tomb of Nazarick. She is in charge of the general management and supervises the activities of the seven Floor Guardians, meaning that she ranks above all the other NPCs in Nazarick. She is the sister of Nigredo and Spinel. She was created by Tabula Smaragdina.

An impeccable beauty, Albedo is a woman with lustrous jet-black hair and the face of a goddess. She has golden irises and vertically split pupils; on her left and right temples are two thick horns protruding crookedly, and on her waist is a pair of black angel wings.

Albedo wears a pure white dress with silky gloves covering her slender hands, and a golden spiderweb necklace that covers her shoulders and chest. In combat, she wears an impressive black full plate armor with a unique helm and carries a battle-axe with her.

Like Shalltear, Albedo has a true form as a heteromorphic race NPC. Shalltear called her a ""big mouthed gorilla"" when they quarreled, so her true form may be quite large in size.

Extremely loyal and extremely in love, Albedo is completely infatuated with Momonga, often showing obsessive tendencies when it comes to his affairs. She is always vying for Momonga's affection, showcasing outbursts of jealousy whenever anyone else appears to be getting close to him. This is because the last thing Momonga did in Yggdrasil was to use his administrative privileges to edit her character history, adding the she is ""madly in love"" with him.

Among all the Guardians, Albedo is the most vocal when it comes to expressing opinions. She will openly denounce any statement or action deemed inappropriate, reaching the point where Momonga sometimes considers it an annoyance.

As the Overseer of the Floor Guardians, she is very levelheaded. Albedo can make calm and collected judgments that Ainz, sometimes, doesn't think of. She takes Ainz's orders as top priority and absolute, punishing anyone, even a Floor Guardian, who'd dare belittle his orders. Like many others in Nazarick, she absolutely loathes humans and views them as an inferior species.

In the web novel version, Albedo does not exist.


(Source: Overlord Wiki)",Main,"Hara, Yumi",Japanese,https://cdn.myanimelist.net/images/voiceactors/3/76069.jpg?s=12457976f42d8460bff9a265644e0397
